名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
悦港城/沧州市南环小学/沧州市第十中学,"
                进口净水器。小区里面可以停车。悦港城南侧。进出小区方便
            ",100%,28 晚,小区住宅,3室0厅,单间,双人床,1张,2人,1,24平米,提供,沧州-运河区-赵庄西街康居园小区-康居园小区,沧州,运河区,"['淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '允许抽烟', '允许携带宠物', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '净水机', '洗浴用品', '刀具菜板', '洗涤用品', '燃气灶']",,,0,,248,,100.0%,100.0%,80.0%,9,4.444
任丘初遇汉服樱宿•京南互联网大厦B座巨幕投影,"
                周围商场，超市，小吃，交通便利
            ",95%,28 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,55平米,提供,沧州-任丘市-京南互联网大厦B座-京南互联网大厦B座,沧州,任丘市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备']",周围都是商场,,1, 还可以吧 位置挺好的,145,4.8,100.0%,70.0%,100.0%,5,4.94
任丘初遇的民宿,"
                我们也许从未相识，但希望我的房源能让旅行中的你卸去疲惫，像在自己家一样温暖舒适
            ",100%,24 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,45平米,提供,沧州-任丘市-京南互联网大厦,沧州,任丘市,"['无线WIFI', '电视', '空调', '暖气', '电梯', '对讲门禁', '电吹风']",,,0,,124,,100.0%,70.0%,100.0%,5,4.94
平行世界,"
                Hi，很开心在这个美好的季节与你相遇，分享家和生活，你想知道的都在下面啦：
一间时尚新颖又舒适十足的新公寓，位于繁华市中心一带，在享受超便捷的城市生活的同时，又有一隅之地安放旅程的小美好，幸福十足
房间是开间一室一卫，有一张临窗的纯棉大床，可住2人。家里还准备了网络电视、高速Wi-Fi等，让你在温柔的空气中入睡
+位置：
-打车十几分钟-到沧州火车站 汽车站
希望您居住愉快~
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,25平米,提供,沧州-新华区-千童南大道辅路-蔡阳小区四排一号,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '挂烫机', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电磁炉', '电饭煲', '灭火器']",,,1, 1221111,118,5.0,100.0%,100.0%,85.6%,2,5.0
【轻舍】慢动作 |市中心 新华公园 二十分钟到达沧州火车站 汽车站,"
                Hi，很开心在这个美好的季节与你相遇，分享家和生活，你想知道的都在下面啦：
一间时尚新颖又舒适十足的新公寓，位于繁华市中心一带，在享受超便捷的城市生活的同时，又有一隅之地安放旅程的小美好，幸福十足
房间是开间一室一卫，有一张临窗的纯棉大床，可住2人。家里还准备了网络电视、高速Wi-Fi等，让你在温柔的空气中入睡
+位置：
-打车十几分钟-到沧州火车站 汽车站
希望您居住愉快~
            ",100%,24 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,25平米,提供,沧州-新华区-千童南大道辅路-蔡庄子社区,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '沙发', '茶几', '挂烫机', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电磁炉', '电饭煲', '灭火器']",,,0,,128,,100.0%,100.0%,85.6%,2,5.0
晓清精品日租A7温情两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi五星级酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,18 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,86平米,提供,沧州-运河区-黄河西路-荣盛锦绣天地-B区,沧州,运河区,"['无线WIFI', '电视', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '拖鞋', '电吹风', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,202,,100.0%,100.0%,90.9%,19,4.289
晓清A16欧式浪漫大两居近荣盛广场,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，五星级酒家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
榻榻米",2张,4人,1,98平米,提供,沧州-运河区-永安南大道-凤凰城B区,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,243,,100.0%,100.0%,90.9%,19,4.289
晓清A17投影房近荣盛广场,"
                标准两居，带保姆间，新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，五星级酒家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",100%,18 晚,普通公寓,3室1厅,整租,"双人床
双人床
单人床",3张,5人,1,109平米,提供,沧州-运河区-黄河西路-凤凰城A区,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,328,,100.0%,100.0%,90.9%,19,4.289
晓清精品日租A11活力大两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi五星级酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,103平米,提供,沧州-运河区-朝阳街辅路-信友城市之光,沧州,运河区,"['无线WIFI', '电视', '淋浴', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,212,,100.0%,100.0%,90.9%,19,4.289
晓清日租a12阳光大三居,"
                标准三居，新房新床新被褥新家电新装修。豪高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,18 晚,普通公寓,3室2厅,整租,"双人床
双人床
双人床",3张,6人,1,159平米,提供,沧州-新华区-志强路北-东丽花园,沧州,新华区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,314,,100.0%,100.0%,90.9%,19,4.289
晓清精品日租啊A8商务大两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi五星级酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
榻榻米",2张,4人,1,98平米,提供,沧州-运河区-永安南大道-凤凰城A区,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,1, 环境不错。,300,5.0,100.0%,100.0%,90.9%,19,4.289
晓清精品日租A10浪漫温情两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi五星级酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,86平米,提供,沧州-运河区-开元南大道-香提荣府,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,205,,100.0%,100.0%,90.9%,19,4.289
晓清A15网红打卡温馨小窝近明珠商贸城,"
                标新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，五星级酒家纺床上用品，品牌洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",100%,22 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,78平米,提供,沧州-运河区-永安北大道东-沧州恒大城2期,沧州,运河区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾', '泳池']",,,0,,214,,100.0%,100.0%,90.9%,19,4.289
晓清精品日租A9荣盛广场大两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，五星级酒家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,沧州-运河区-开元南大道-凤凰城C区,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待老人60岁以上', '接待外宾']",,,0,,258,,100.0%,100.0%,90.9%,19,4.289
三里家园/两居室,"
                房子装修地中海风格，全屋配套齐全，小区绿化好，24小时保安
            ",100%,16 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,2,115平米,提供,沧州-新华区-永济路-三里家园,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲', '音响设备', '花园']",,房子位于永济路旁边，做8路车，或者11路车可以到门口，开车也很方便，距离火车站五分钟路程,0,,988,,100.0%,100.0%,80.0%,2,5.0
地中海风格，三居两卫生间,"
                小区环境好，停车免费
            ",100%,16 晚,小区住宅,3室2厅,整租,双人床,3张,6人,2,120平米,提供,沧州-新华区-北环路-三里家园,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电饭煲']",,,1, 干净卫生，装修好，,328,5.0,100.0%,100.0%,80.0%,2,5.0
温馨e家凤凰城雅致二居,"
                自己住过的房子，装修时考虑了光线，色调，整体感觉，给人以放松舒适到家的感觉。小区环境优雅，干净整洁，公交直达，周边荣盛购物广场，商超，餐饮方便，是居家旅游，出差，小憩，情侣会客好去处。欢迎您的入住！
            ",100%,20 晚,小区住宅,2室1厅,整租,"双人床
双层床",2张,4人,1,80平米,提供,沧州-运河区-永安南大道-凤凰城B区,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '允许抽烟', '接待儿童2到12岁', '被子']",300米内有沧州名吃0317火锅鸡，银行柜员机，1000米有大型商场荣盛购物广场，小区餐饮商超十分方便,房子位于永安南大道，公交1路直达,0,,168,,100.0%,100.0%,80.0%,1,5.0
《夏日民宿》经典大三居郡府南区,"
                  紧邻14中，迎宾小学。高铁站打车到这十块钱。
            ",100%,20 晚,小区住宅,3室1厅,整租,双人床,3张,6人,2,128平米,提供,沧州-运河区-永安南大道-天成郡府南区,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,258,,100.0%,90.0%,94.3%,38,4.966
精装商务标间泰合广场《夏日民宿》,"
                  高铁站打车到这儿十分钟。紧邻14中，迎宾小学。
            ",100%,21 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '电梯']",,,0,,177,,100.0%,90.0%,94.3%,38,4.966
二医院旁边，夏日公寓,"
                房屋位于沧州市运河区市中心位置，出入方便，周边配套设施齐全，菜市场，超市，医院，高铁站，房源位置好，周边配套设施齐全，紧邻二医院，永辉大型超市，距高铁站十分钟路程
            ",100%,22 晚,小区住宅,2室1厅,整租,双人床,2张,3人,1,80平米,提供,沧州-运河区-迎宾小学对过-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁']",,,0,,208,,100.0%,90.0%,94.3%,38,4.966
《夏日民宿》经典大三居郡府南区,"
                  紧邻14中，迎宾小学。高铁站打车到这十块钱。
            ",100%,20 晚,小区住宅,3室1厅,整租,双人床,3张,6人,2,128平米,提供,沧州-运河区-永安南大道-天成郡府南区,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,258,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【特惠大床】N19,"
                  房间整体装修现代风格，优质床品，房间干净整洁！
            ",80%,22 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-迎宾小学对过-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯']",,,2, 非常适合年轻人+ 房内上下两层，二层有床有沙发，插座少了，手机在一楼充电。一楼卫生间偏小,208,4.0,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通双床】N14,"
                  迎宾小学对面。紧邻14中。北大院菜市场。可以做饭。高铁站打车到这儿。15分钟。
            ",95%,16 晚,小区住宅,1室1厅,整租,双人床,2张,4人,1,82平米,提供,沧州-运河区-御河路-泰合商业广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风']",,,1, 住宿可以的，两个床，复式结构，周围吃早饭可以，有个粥铺,198,4.8,100.0%,90.0%,94.3%,38,4.966
《夏日民宿》脑科医院附近温馨两居室,"
                  紧邻14中，迎宾小学。脑科医院，二医院。北大院菜市场。楼下32000平米大型商场。负一层永辉超市。
            ",100%,20 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,92平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '餐具炊具']",,,0,,198,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【家庭房】N8,"
                  迎宾小学对过。14中附近。紧邻北大院。楼下咖啡之翼，小肥羊火锅。
            ",100%,20 晚,小区住宅,3室0厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-永安南大道-泰和商业广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '电梯', '电吹风']",,,1, 66666,198,5.0,100.0%,90.0%,94.3%,38,4.966
夏日民宿【特惠双床】N10,"
                  宽敞明亮安静，二医院附近。北大院500米。
            ",100%,20 晚,小区住宅,2室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '电梯', '浴缸']",,,0,,208,,100.0%,90.0%,94.3%,38,4.966
《夏日民宿》两居室,"
                  安静明亮，精装。楼下永辉超市。32000米，泰合广场
            ",100%,20 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,82平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '电梯', '浴缸']",,,0,,188,,100.0%,90.0%,94.3%,38,4.966
《夏日民宿》泰合广场精装一居室小复式,"
                沧州中心地段。14中，迎宾小学500米之内。楼下大型商场。14中，迎宾小学附近屋里有两张一米八两米的床
            ",100%,20 晚,小区住宅,1室1厅,整租,"双人床
沙发床",2张,4人,1,82平米,提供,沧州-运河区-永安南大道-泰合星耀城,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具']",荣盛广场，泰合广场。,,0,,208,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【能做饭的双床房】N21,"
                房屋位于沧州市运河区市中心位置，出入方便，周边配套设施齐全，菜市场，超市，医院，高铁站，房源位置好，周边配套设施齐全，紧邻二医院，永辉大型超市，距高铁站十分钟路程
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,1张,4人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁']",,,0,,208,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【特惠双床】N11,"
                  房间整体精装修，干净整洁，优质的床品！周边配套齐全，欢迎回家！
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,188,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【特惠双床】N9,"
                  紧邻14中迎宾小学，北大院菜市场。高铁，打车十块钱，
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '电梯', '电吹风']",,,0,,198,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【舒适双床】,"
                房屋位于沧州市运河区市中心位置，出入方便，周边配套设施齐全，菜市场，超市，医院，高铁站，房源位置好，周边配套设施齐全，紧邻二医院，永辉大型超市，距高铁站十分钟路程
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,3人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁']",,,0,,188,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【大床】N2,"
                  周边配套齐全，房间干净整洁，优质的床品！欢迎回家！
            ",100%,38 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,238,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【普通双床】N20,"
                房屋位于沧州市运河区市中心位置，出入方便，周边配套设施齐全，菜市场，超市，医院，高铁站，房源位置好，周边配套设施齐全，紧邻二医院，永辉大型超市，距高铁站十分钟路程
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,3人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁']",,,0,,188,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【精品大床】N7,"
                  房间干净整洁且视野好！周边配套齐全。欢迎回家
            ",100%,38 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,238,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【精品大床房】N17,"
                  周边配套齐全，房间干净整洁，优质的床品！欢迎回家！
            ",100%,38 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,238,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【精品大床】N5,"
                  此套夏日民宿坐落于沧州市繁华地段，周边高端小区。 房间面积85平左右，整体装修简约又不失格调。白色商务床品，干净舒适！
            ",100%,38 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,238,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【双床】N1,"
                  周边配套齐全，房间干净整洁，优质的床品！欢迎回家！
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,2人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯']",,,1, 非常不错的,258,5.0,100.0%,90.0%,94.3%,38,4.966
夏日民宿【精品双床】N6,"
                  干净舒适，小复式，整体装修简约又不失格调！
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,258,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【精品双床】N4,"
                  房间位置好，落地窗，视野好，床品干净舒适！欢迎回家！
            ",100%,38 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯']",,,0,,258,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【家庭房】N13,"
                  紧邻北大院菜市场。迎宾小学14中。高铁站，火车站打车十块钱。
            ",100%,38 晚,小区住宅,3室0厅,整租,双人床,3张,6人,1,85平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '电梯', '电吹风']",,,0,,198,,100.0%,90.0%,94.3%,38,4.966
夏日民宿【休闲大床】N12,"
                  迎宾小学对过。紧邻北大院菜市场。楼下大型商场，大型超市。
            ",100%,38 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,80平米,提供,沧州-运河区-御河路与永安大道交叉口东南角-泰和商业广场,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '电梯', '电吹风']",,,0,,198,,100.0%,90.0%,94.3%,38,4.966
ins风超适合拍照 高铁附近  沧州师范学院旁亚龙湾109平民宿,"
                ins风的北欧风格装修，处处都有主人温馨的布置。配备舒服的大床和床垫，相信您进来就想悠闲的呆在房间里，坐在秋千上，听着音乐，享受家的感觉。如果想下厨的话，厨房里也是满满的ins风，餐具调料齐全
            ",100%,22 晚,小区住宅,2室1厅,整租,"双人床
单人床",2张,2人,1,109平米,提供,沧州-运河区-青海南大道西-宏宇亚龙湾,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子']",,"到市区和火车站直接乘坐18路，19路就可以
到高铁站9元就能到呦",1, 挺好的非常喜欢,318,5.0,100.0%,70.0%,80.0%,1,5.0
